context,query,question,code,formula,answer,graph
"Initially, event2 happened. After event1, event2 must happen. After event2, event1 must happen.","C1: Event2 always happens.
C2: Event2 always happens.
C3: If C1 holds, then C2 holds.
C4: C3 always holds.","=== Context ===

Initially, event2 happened. After event1, event2 must happen. After event2, event1 must happen.

=== Hypothesis ===

C1: Event2 always happens.
C2: Event2 always happens.
C3: If C1 holds, then C2 holds.
C4: C3 always holds.

C4 is True or False?
","MODULE main
VAR
    state : {event1, event2};
ASSIGN
    init(state) := event2;
    next(state) := case
        state = event1 : event2;
		state = event2 : event1;
    esac;
LTLSPEC (G ((G (state=event2)) -> (G (state=event2))))
",(G ((G event2) -> (G event2))),True,"<graphml xmlns=""http://graphml.graphdrawing.org/xmlns"" xmlns:xsi=""http://www.w3.org/2001/XMLSchema-instance"" xsi:schemaLocation=""http://graphml.graphdrawing.org/xmlns http://graphml.graphdrawing.org/xmlns/1.0/graphml.xsd"">
  <graph edgedefault=""directed"">
    <node id=""event1"" />
    <node id=""event2"" />
    <edge source=""event1"" target=""event2"" />
    <edge source=""event2"" target=""event1"" />
  </graph>
</graphml>"
"Initially, event1 happened. After event1, no other events can happen. After event2, event1 must happen.","C1: Event2 happens in the next state.
C2: C1 holds or event2 happens.
C3: Event1 happens or C2 holds.
C4: Event1 happens or C3 holds.","=== Context ===

Initially, event1 happened. After event1, no other events can happen. After event2, event1 must happen.

=== Hypothesis ===

C1: Event2 happens in the next state.
C2: C1 holds or event2 happens.
C3: Event1 happens or C2 holds.
C4: Event1 happens or C3 holds.

C4 is True or False?
","MODULE main
VAR
    state : {event1, event2};
ASSIGN
    init(state) := event1;
    next(state) := case
        state = event1 : event1;
		state = event2 : event1;
    esac;
LTLSPEC ((state=event1) | ((state=event1) | ((X (state=event2)) | (state=event2))))
",(event1 | (event1 | ((X event2) | event2))),True,"<graphml xmlns=""http://graphml.graphdrawing.org/xmlns"" xmlns:xsi=""http://www.w3.org/2001/XMLSchema-instance"" xsi:schemaLocation=""http://graphml.graphdrawing.org/xmlns http://graphml.graphdrawing.org/xmlns/1.0/graphml.xsd"">
  <graph edgedefault=""directed"">
    <node id=""event1"" />
    <node id=""event2"" />
    <edge source=""event2"" target=""event1"" />
  </graph>
</graphml>"
"Initially, event1 happened. After event1, no other events can happen. After event2, no other events can happen.","C1: If event1 happens, then event2 happens.
C2: C1 always holds.
C3: C2 holds in the next state.
C4: Event1 happens or C3 holds.","=== Context ===

Initially, event1 happened. After event1, no other events can happen. After event2, no other events can happen.

=== Hypothesis ===

C1: If event1 happens, then event2 happens.
C2: C1 always holds.
C3: C2 holds in the next state.
C4: Event1 happens or C3 holds.

C4 is True or False?
","MODULE main
VAR
    state : {event1, event2};
ASSIGN
    init(state) := event1;
    next(state) := case
        state = event1 : event1;
		state = event2 : event2;
    esac;
LTLSPEC ((state=event1) | (X (G ((state=event1) -> (state=event2)))))
",(event1 | (X (G (event1 -> event2)))),True,"<graphml xmlns=""http://graphml.graphdrawing.org/xmlns"" xmlns:xsi=""http://www.w3.org/2001/XMLSchema-instance"" xsi:schemaLocation=""http://graphml.graphdrawing.org/xmlns http://graphml.graphdrawing.org/xmlns/1.0/graphml.xsd"">
  <graph edgedefault=""directed"">
    <node id=""event1"" />
    <node id=""event2"" />
  </graph>
</graphml>"
"Initially, event2 happened. After event1, event2 must happen. After event2, event1 must happen.","C1: Event2 happens in the next state.
C2: Event2 happens in the next state.
C3: C2 eventually holds.
C4: If C1 holds, then C3 holds.","=== Context ===

Initially, event2 happened. After event1, event2 must happen. After event2, event1 must happen.

=== Hypothesis ===

C1: Event2 happens in the next state.
C2: Event2 happens in the next state.
C3: C2 eventually holds.
C4: If C1 holds, then C3 holds.

C4 is True or False?
","MODULE main
VAR
    state : {event1, event2};
ASSIGN
    init(state) := event2;
    next(state) := case
        state = event1 : event2;
		state = event2 : event1;
    esac;
LTLSPEC ((X (state=event2)) -> (F (X (state=event2))))
",((X event2) -> (F (X event2))),True,"<graphml xmlns=""http://graphml.graphdrawing.org/xmlns"" xmlns:xsi=""http://www.w3.org/2001/XMLSchema-instance"" xsi:schemaLocation=""http://graphml.graphdrawing.org/xmlns http://graphml.graphdrawing.org/xmlns/1.0/graphml.xsd"">
  <graph edgedefault=""directed"">
    <node id=""event1"" />
    <node id=""event2"" />
    <edge source=""event1"" target=""event2"" />
    <edge source=""event2"" target=""event1"" />
  </graph>
</graphml>"
"Initially, event2 happened. After event1, event2 must happen. After event2, event1 must happen.","C1: Event1 eventually happens.
C2: Event1 eventually happens.
C3: C2 eventually holds.
C4: C1 holds or C3 holds.","=== Context ===

Initially, event2 happened. After event1, event2 must happen. After event2, event1 must happen.

=== Hypothesis ===

C1: Event1 eventually happens.
C2: Event1 eventually happens.
C3: C2 eventually holds.
C4: C1 holds or C3 holds.

C4 is True or False?
","MODULE main
VAR
    state : {event1, event2};
ASSIGN
    init(state) := event2;
    next(state) := case
        state = event1 : event2;
		state = event2 : event1;
    esac;
LTLSPEC ((F (state=event1)) | (F (F (state=event1))))
",((F event1) | (F (F event1))),True,"<graphml xmlns=""http://graphml.graphdrawing.org/xmlns"" xmlns:xsi=""http://www.w3.org/2001/XMLSchema-instance"" xsi:schemaLocation=""http://graphml.graphdrawing.org/xmlns http://graphml.graphdrawing.org/xmlns/1.0/graphml.xsd"">
  <graph edgedefault=""directed"">
    <node id=""event1"" />
    <node id=""event2"" />
    <edge source=""event1"" target=""event2"" />
    <edge source=""event2"" target=""event1"" />
  </graph>
</graphml>"
"Initially, event1 happened. After event2, no other events can happen. After event1, event2 must happen.","C1: Event2 does not happen.
C2: C1 does not hold.
C3: C2 eventually holds.
C4: C3 holds in the next state.","=== Context ===

Initially, event1 happened. After event2, no other events can happen. After event1, event2 must happen.

=== Hypothesis ===

C1: Event2 does not happen.
C2: C1 does not hold.
C3: C2 eventually holds.
C4: C3 holds in the next state.

C4 is True or False?
","MODULE main
VAR
    state : {event1, event2};
ASSIGN
    init(state) := event1;
    next(state) := case
        state = event1 : event2;
		state = event2 : event2;
    esac;
LTLSPEC (X (F (! (! (state=event2)))))
",(X (F (! (! event2)))),True,"<graphml xmlns=""http://graphml.graphdrawing.org/xmlns"" xmlns:xsi=""http://www.w3.org/2001/XMLSchema-instance"" xsi:schemaLocation=""http://graphml.graphdrawing.org/xmlns http://graphml.graphdrawing.org/xmlns/1.0/graphml.xsd"">
  <graph edgedefault=""directed"">
    <node id=""event1"" />
    <node id=""event2"" />
    <edge source=""event1"" target=""event2"" />
  </graph>
</graphml>"
"Initially, event1 happened. After event2, event1 must happen. After event1, event2 must happen.","C1: Event1 happens or event1 happens.
C2: Event1 happens or event1 happens.
C3: C1 holds and C2 holds.
C4: If C3 holds, then event1 happens.","=== Context ===

Initially, event1 happened. After event2, event1 must happen. After event1, event2 must happen.

=== Hypothesis ===

C1: Event1 happens or event1 happens.
C2: Event1 happens or event1 happens.
C3: C1 holds and C2 holds.
C4: If C3 holds, then event1 happens.

C4 is True or False?
","MODULE main
VAR
    state : {event1, event2};
ASSIGN
    init(state) := event1;
    next(state) := case
        state = event1 : event2;
		state = event2 : event1;
    esac;
LTLSPEC ((((state=event1) | (state=event1)) & ((state=event1) | (state=event1))) -> (state=event1))
",(((event1 | event1) & (event1 | event1)) -> event1),True,"<graphml xmlns=""http://graphml.graphdrawing.org/xmlns"" xmlns:xsi=""http://www.w3.org/2001/XMLSchema-instance"" xsi:schemaLocation=""http://graphml.graphdrawing.org/xmlns http://graphml.graphdrawing.org/xmlns/1.0/graphml.xsd"">
  <graph edgedefault=""directed"">
    <node id=""event1"" />
    <node id=""event2"" />
    <edge source=""event1"" target=""event2"" />
    <edge source=""event2"" target=""event1"" />
  </graph>
</graphml>"
"Initially, event1 happened. After event2, event1 must happen. After event1, event2 must happen.","C1: Event2 happens or event1 happens.
C2: Event2 happens or event1 happens.
C3: C1 holds or C2 holds.
C4: C3 always holds.","=== Context ===

Initially, event1 happened. After event2, event1 must happen. After event1, event2 must happen.

=== Hypothesis ===

C1: Event2 happens or event1 happens.
C2: Event2 happens or event1 happens.
C3: C1 holds or C2 holds.
C4: C3 always holds.

C4 is True or False?
","MODULE main
VAR
    state : {event1, event2};
ASSIGN
    init(state) := event1;
    next(state) := case
        state = event1 : event2;
		state = event2 : event1;
    esac;
LTLSPEC (G (((state=event2) | (state=event1)) | ((state=event2) | (state=event1))))
",(G ((event2 | event1) | (event2 | event1))),True,"<graphml xmlns=""http://graphml.graphdrawing.org/xmlns"" xmlns:xsi=""http://www.w3.org/2001/XMLSchema-instance"" xsi:schemaLocation=""http://graphml.graphdrawing.org/xmlns http://graphml.graphdrawing.org/xmlns/1.0/graphml.xsd"">
  <graph edgedefault=""directed"">
    <node id=""event1"" />
    <node id=""event2"" />
    <edge source=""event1"" target=""event2"" />
    <edge source=""event2"" target=""event1"" />
  </graph>
</graphml>"
"Initially, event2 happened. After event2, event1 must happen. After event1, event2 must happen.","C1: If event1 happens, then event1 happens.
C2: If event1 happens, then event1 happens.
C3: C1 holds and C2 holds.
C4: C3 holds or event2 happens.","=== Context ===

Initially, event2 happened. After event2, event1 must happen. After event1, event2 must happen.

=== Hypothesis ===

C1: If event1 happens, then event1 happens.
C2: If event1 happens, then event1 happens.
C3: C1 holds and C2 holds.
C4: C3 holds or event2 happens.

C4 is True or False?
","MODULE main
VAR
    state : {event1, event2};
ASSIGN
    init(state) := event2;
    next(state) := case
        state = event1 : event2;
		state = event2 : event1;
    esac;
LTLSPEC ((((state=event1) -> (state=event1)) & ((state=event1) -> (state=event1))) | (state=event2))
",(((event1 -> event1) & (event1 -> event1)) | event2),True,"<graphml xmlns=""http://graphml.graphdrawing.org/xmlns"" xmlns:xsi=""http://www.w3.org/2001/XMLSchema-instance"" xsi:schemaLocation=""http://graphml.graphdrawing.org/xmlns http://graphml.graphdrawing.org/xmlns/1.0/graphml.xsd"">
  <graph edgedefault=""directed"">
    <node id=""event1"" />
    <node id=""event2"" />
    <edge source=""event1"" target=""event2"" />
    <edge source=""event2"" target=""event1"" />
  </graph>
</graphml>"
"Initially, event2 happened. After event1, no other events can happen. After event2, no other events can happen.","C1: If event2 happens, then event1 happens.
C2: C1 holds and event2 happens.
C3: C2 holds in the next state.
C4: C3 does not hold.","=== Context ===

Initially, event2 happened. After event1, no other events can happen. After event2, no other events can happen.

=== Hypothesis ===

C1: If event2 happens, then event1 happens.
C2: C1 holds and event2 happens.
C3: C2 holds in the next state.
C4: C3 does not hold.

C4 is True or False?
","MODULE main
VAR
    state : {event1, event2};
ASSIGN
    init(state) := event2;
    next(state) := case
        state = event1 : event1;
		state = event2 : event2;
    esac;
LTLSPEC (! (X (((state=event2) -> (state=event1)) & (state=event2))))
",(! (X ((event2 -> event1) & event2))),True,"<graphml xmlns=""http://graphml.graphdrawing.org/xmlns"" xmlns:xsi=""http://www.w3.org/2001/XMLSchema-instance"" xsi:schemaLocation=""http://graphml.graphdrawing.org/xmlns http://graphml.graphdrawing.org/xmlns/1.0/graphml.xsd"">
  <graph edgedefault=""directed"">
    <node id=""event1"" />
    <node id=""event2"" />
  </graph>
</graphml>"
