id,context,query,question,code,formula,answer,graph,prediction,prediction_raw
0,"Initially, event2 happened. After event1, event2 must happen. After event2, event1 must happen.","C1: Event2 always happens.
C2: Event2 always happens.
C3: If C1 holds, then C2 holds.
C4: If C1 holds, then C2 holds.
C5: C3 holds and C4 holds.
C6: C5 holds in the next state.
C7: C6 holds in the next state.","=== Context ===

Initially, event2 happened. After event1, event2 must happen. After event2, event1 must happen.

=== Hypothesis ===

C1: Event2 always happens.
C2: Event2 always happens.
C3: If C1 holds, then C2 holds.
C4: If C1 holds, then C2 holds.
C5: C3 holds and C4 holds.
C6: C5 holds in the next state.
C7: C6 holds in the next state.

C7 is True or False?
","MODULE main
VAR
    state : {event1, event2};
ASSIGN
    init(state) := event2;
    next(state) := case
        state = event1 : event2;
		state = event2 : event1;
    esac;
LTLSPEC (X (X (((G (state=event2)) -> (G (state=event2))) & ((G (state=event2)) -> (G (state=event2))))))
",(X (X (((G event2) -> (G event2)) & ((G event2) -> (G event2))))),True,"<graphml xmlns=""http://graphml.graphdrawing.org/xmlns"" xmlns:xsi=""http://www.w3.org/2001/XMLSchema-instance"" xsi:schemaLocation=""http://graphml.graphdrawing.org/xmlns http://graphml.graphdrawing.org/xmlns/1.0/graphml.xsd"">
  <graph edgedefault=""directed"">
    <node id=""event1"" />
    <node id=""event2"" />
    <edge source=""event1"" target=""event2"" />
    <edge source=""event2"" target=""event1"" />
  </graph>
</graphml>",1.0,True
1,"Initially, event2 happened. After event1, no other events can happen. After event2, event1 must happen.","C1: Event1 happens or event2 happens.
C2: C1 holds or event1 happens.
C3: C1 holds or event1 happens.
C4: If C2 holds, then C3 holds.
C5: C4 eventually holds.
C6: C1 holds or event1 happens.
C7: C5 holds and C6 holds.","=== Context ===

Initially, event2 happened. After event1, no other events can happen. After event2, event1 must happen.

=== Hypothesis ===

C1: Event1 happens or event2 happens.
C2: C1 holds or event1 happens.
C3: C1 holds or event1 happens.
C4: If C2 holds, then C3 holds.
C5: C4 eventually holds.
C6: C1 holds or event1 happens.
C7: C5 holds and C6 holds.

C7 is True or False?
","MODULE main
VAR
    state : {event1, event2};
ASSIGN
    init(state) := event2;
    next(state) := case
        state = event1 : event1;
		state = event2 : event1;
    esac;
LTLSPEC ((F ((((state=event1) | (state=event2)) | (state=event1)) -> (((state=event1) | (state=event2)) | (state=event1)))) & (((state=event1) | (state=event2)) | (state=event1)))
",((F (((event1 | event2) | event1) -> ((event1 | event2) | event1))) & ((event1 | event2) | event1)),True,"<graphml xmlns=""http://graphml.graphdrawing.org/xmlns"" xmlns:xsi=""http://www.w3.org/2001/XMLSchema-instance"" xsi:schemaLocation=""http://graphml.graphdrawing.org/xmlns http://graphml.graphdrawing.org/xmlns/1.0/graphml.xsd"">
  <graph edgedefault=""directed"">
    <node id=""event1"" />
    <node id=""event2"" />
    <edge source=""event2"" target=""event1"" />
  </graph>
</graphml>",1.0,True
2,"Initially, event1 happened. After event1, event2 must happen. After event2, no other events can happen.","C1: Event2 happens or event2 happens.
C2: C1 holds and event2 happens.
C3: Event1 happens or C2 holds.
C4: Event1 happens or C2 holds.
C5: C4 does not hold.
C6: Event2 happens or C5 holds.
C7: C3 holds or C6 holds.","=== Context ===

Initially, event1 happened. After event1, event2 must happen. After event2, no other events can happen.

=== Hypothesis ===

C1: Event2 happens or event2 happens.
C2: C1 holds and event2 happens.
C3: Event1 happens or C2 holds.
C4: Event1 happens or C2 holds.
C5: C4 does not hold.
C6: Event2 happens or C5 holds.
C7: C3 holds or C6 holds.

C7 is True or False?
","MODULE main
VAR
    state : {event1, event2};
ASSIGN
    init(state) := event1;
    next(state) := case
        state = event1 : event2;
		state = event2 : event2;
    esac;
LTLSPEC (((state=event1) | (((state=event2) | (state=event2)) & (state=event2))) | ((state=event2) | (! ((state=event1) | (((state=event2) | (state=event2)) & (state=event2))))))
",((event1 | ((event2 | event2) & event2)) | (event2 | (! (event1 | ((event2 | event2) & event2))))),True,"<graphml xmlns=""http://graphml.graphdrawing.org/xmlns"" xmlns:xsi=""http://www.w3.org/2001/XMLSchema-instance"" xsi:schemaLocation=""http://graphml.graphdrawing.org/xmlns http://graphml.graphdrawing.org/xmlns/1.0/graphml.xsd"">
  <graph edgedefault=""directed"">
    <node id=""event1"" />
    <node id=""event2"" />
    <edge source=""event1"" target=""event2"" />
  </graph>
</graphml>",1.0,True
3,"Initially, event2 happened. After event2, event1 must happen. After event1, event2 must happen.","C1: If event2 happens, then event1 happens.
C2: C1 holds in the next state.
C3: C2 does not hold.
C4: C3 eventually holds.
C5: C3 eventually holds.
C6: C4 holds and C5 holds.","=== Context ===

Initially, event2 happened. After event2, event1 must happen. After event1, event2 must happen.

=== Hypothesis ===

C1: If event2 happens, then event1 happens.
C2: C1 holds in the next state.
C3: C2 does not hold.
C4: C3 eventually holds.
C5: C3 eventually holds.
C6: C4 holds and C5 holds.

C6 is True or False?
","MODULE main
VAR
    state : {event1, event2};
ASSIGN
    init(state) := event2;
    next(state) := case
        state = event1 : event2;
		state = event2 : event1;
    esac;
LTLSPEC ((F (! (X ((state=event2) -> (state=event1))))) & (F (! (X ((state=event2) -> (state=event1))))))
",((F (! (X (event2 -> event1)))) & (F (! (X (event2 -> event1))))),True,"<graphml xmlns=""http://graphml.graphdrawing.org/xmlns"" xmlns:xsi=""http://www.w3.org/2001/XMLSchema-instance"" xsi:schemaLocation=""http://graphml.graphdrawing.org/xmlns http://graphml.graphdrawing.org/xmlns/1.0/graphml.xsd"">
  <graph edgedefault=""directed"">
    <node id=""event1"" />
    <node id=""event2"" />
    <edge source=""event1"" target=""event2"" />
    <edge source=""event2"" target=""event1"" />
  </graph>
</graphml>",0.0,False
4,"Initially, event1 happened. After event1, event2 must happen. After event2, event1 must happen.","C1: Event2 does not happen.
C2: Event2 does not happen.
C3: Event2 does not happen.
C4: If event2 happens, then C3 holds.
C5: C2 holds or C4 holds.
C6: C5 eventually holds.
C7: If C1 holds, then C6 holds.
C8: C7 holds or event1 happens.
C9: C8 always holds.","=== Context ===

Initially, event1 happened. After event1, event2 must happen. After event2, event1 must happen.

=== Hypothesis ===

C1: Event2 does not happen.
C2: Event2 does not happen.
C3: Event2 does not happen.
C4: If event2 happens, then C3 holds.
C5: C2 holds or C4 holds.
C6: C5 eventually holds.
C7: If C1 holds, then C6 holds.
C8: C7 holds or event1 happens.
C9: C8 always holds.

C9 is True or False?
","MODULE main
VAR
    state : {event1, event2};
ASSIGN
    init(state) := event1;
    next(state) := case
        state = event1 : event2;
		state = event2 : event1;
    esac;
LTLSPEC (G (((! (state=event2)) -> (F ((! (state=event2)) | ((state=event2) -> (! (state=event2)))))) | (state=event1)))
",(G (((! event2) -> (F ((! event2) | (event2 -> (! event2))))) | event1)),True,"<graphml xmlns=""http://graphml.graphdrawing.org/xmlns"" xmlns:xsi=""http://www.w3.org/2001/XMLSchema-instance"" xsi:schemaLocation=""http://graphml.graphdrawing.org/xmlns http://graphml.graphdrawing.org/xmlns/1.0/graphml.xsd"">
  <graph edgedefault=""directed"">
    <node id=""event1"" />
    <node id=""event2"" />
    <edge source=""event1"" target=""event2"" />
    <edge source=""event2"" target=""event1"" />
  </graph>
</graphml>",1.0,True
5,"Initially, event1 happened. After event1, no other events can happen. After event2, event1 must happen.","C1: Event2 happens in the next state.
C2: If C1 holds, then event1 happens.
C3: Event2 happens in the next state.
C4: C2 holds and C3 holds.
C5: C4 eventually holds.
C6: If C5 holds, then event2 happens.
C7: C6 eventually holds.
C8: C7 does not hold.
C9: C8 does not hold.","=== Context ===

Initially, event1 happened. After event1, no other events can happen. After event2, event1 must happen.

=== Hypothesis ===

C1: Event2 happens in the next state.
C2: If C1 holds, then event1 happens.
C3: Event2 happens in the next state.
C4: C2 holds and C3 holds.
C5: C4 eventually holds.
C6: If C5 holds, then event2 happens.
C7: C6 eventually holds.
C8: C7 does not hold.
C9: C8 does not hold.

C9 is True or False?
","MODULE main
VAR
    state : {event1, event2};
ASSIGN
    init(state) := event1;
    next(state) := case
        state = event1 : event1;
		state = event2 : event1;
    esac;
LTLSPEC (! (! (F ((F (((X (state=event2)) -> (state=event1)) & (X (state=event2)))) -> (state=event2)))))
",(! (! (F ((F (((X event2) -> event1) & (X event2))) -> event2)))),True,"<graphml xmlns=""http://graphml.graphdrawing.org/xmlns"" xmlns:xsi=""http://www.w3.org/2001/XMLSchema-instance"" xsi:schemaLocation=""http://graphml.graphdrawing.org/xmlns http://graphml.graphdrawing.org/xmlns/1.0/graphml.xsd"">
  <graph edgedefault=""directed"">
    <node id=""event1"" />
    <node id=""event2"" />
    <edge source=""event2"" target=""event1"" />
  </graph>
</graphml>",1.0,True
6,"Initially, event1 happened. After event1, no other events can happen. After event2, no other events can happen.","C1: Event2 happens in the next state.
C2: C1 does not hold.
C3: C2 always holds.
C4: C3 holds or event1 happens.
C5: C3 holds or event1 happens.
C6: If C4 holds, then C5 holds.","=== Context ===

Initially, event1 happened. After event1, no other events can happen. After event2, no other events can happen.

=== Hypothesis ===

C1: Event2 happens in the next state.
C2: C1 does not hold.
C3: C2 always holds.
C4: C3 holds or event1 happens.
C5: C3 holds or event1 happens.
C6: If C4 holds, then C5 holds.

C6 is True or False?
","MODULE main
VAR
    state : {event1, event2};
ASSIGN
    init(state) := event1;
    next(state) := case
        state = event1 : event1;
		state = event2 : event2;
    esac;
LTLSPEC (((G (! (X (state=event2)))) | (state=event1)) -> ((G (! (X (state=event2)))) | (state=event1)))
",(((G (! (X event2))) | event1) -> ((G (! (X event2))) | event1)),True,"<graphml xmlns=""http://graphml.graphdrawing.org/xmlns"" xmlns:xsi=""http://www.w3.org/2001/XMLSchema-instance"" xsi:schemaLocation=""http://graphml.graphdrawing.org/xmlns http://graphml.graphdrawing.org/xmlns/1.0/graphml.xsd"">
  <graph edgedefault=""directed"">
    <node id=""event1"" />
    <node id=""event2"" />
  </graph>
</graphml>",1.0,True
7,"Initially, event1 happened. After event2, no other events can happen. After event1, no other events can happen.","C1: If event2 happens, then event1 happens.
C2: If event2 happens, then event1 happens.
C3: C2 holds in the next state.
C4: C1 holds or C3 holds.
C5: C1 holds or C3 holds.
C6: C4 holds and C5 holds.","=== Context ===

Initially, event1 happened. After event2, no other events can happen. After event1, no other events can happen.

=== Hypothesis ===

C1: If event2 happens, then event1 happens.
C2: If event2 happens, then event1 happens.
C3: C2 holds in the next state.
C4: C1 holds or C3 holds.
C5: C1 holds or C3 holds.
C6: C4 holds and C5 holds.

C6 is True or False?
","MODULE main
VAR
    state : {event1, event2};
ASSIGN
    init(state) := event1;
    next(state) := case
        state = event1 : event1;
		state = event2 : event2;
    esac;
LTLSPEC ((((state=event2) -> (state=event1)) | (X ((state=event2) -> (state=event1)))) & (((state=event2) -> (state=event1)) | (X ((state=event2) -> (state=event1)))))
",(((event2 -> event1) | (X (event2 -> event1))) & ((event2 -> event1) | (X (event2 -> event1)))),True,"<graphml xmlns=""http://graphml.graphdrawing.org/xmlns"" xmlns:xsi=""http://www.w3.org/2001/XMLSchema-instance"" xsi:schemaLocation=""http://graphml.graphdrawing.org/xmlns http://graphml.graphdrawing.org/xmlns/1.0/graphml.xsd"">
  <graph edgedefault=""directed"">
    <node id=""event1"" />
    <node id=""event2"" />
  </graph>
</graphml>",1.0,True
8,"Initially, event1 happened. After event1, no other events can happen. After event2, event1 must happen.","C1: Event1 happens or event2 happens.
C2: C1 holds or event1 happens.
C3: Event1 happens or C2 holds.
C4: Event1 happens or event2 happens.
C5: C1 holds or event1 happens.
C6: If C4 holds, then C5 holds.
C7: If C3 holds, then C6 holds.
C8: C7 always holds.","=== Context ===

Initially, event1 happened. After event1, no other events can happen. After event2, event1 must happen.

=== Hypothesis ===

C1: Event1 happens or event2 happens.
C2: C1 holds or event1 happens.
C3: Event1 happens or C2 holds.
C4: Event1 happens or event2 happens.
C5: C1 holds or event1 happens.
C6: If C4 holds, then C5 holds.
C7: If C3 holds, then C6 holds.
C8: C7 always holds.

C8 is True or False?
","MODULE main
VAR
    state : {event1, event2};
ASSIGN
    init(state) := event1;
    next(state) := case
        state = event1 : event1;
		state = event2 : event1;
    esac;
LTLSPEC (G (((state=event1) | (((state=event1) | (state=event2)) | (state=event1))) -> (((state=event1) | (state=event2)) -> (((state=event1) | (state=event2)) | (state=event1)))))
",(G ((event1 | ((event1 | event2) | event1)) -> ((event1 | event2) -> ((event1 | event2) | event1)))),True,"<graphml xmlns=""http://graphml.graphdrawing.org/xmlns"" xmlns:xsi=""http://www.w3.org/2001/XMLSchema-instance"" xsi:schemaLocation=""http://graphml.graphdrawing.org/xmlns http://graphml.graphdrawing.org/xmlns/1.0/graphml.xsd"">
  <graph edgedefault=""directed"">
    <node id=""event1"" />
    <node id=""event2"" />
    <edge source=""event2"" target=""event1"" />
  </graph>
</graphml>",1.0,True
9,"Initially, event2 happened. After event2, event1 must happen. After event1, event2 must happen.","C1: Event2 happens or event1 happens.
C2: C1 eventually holds.
C3: If C2 holds, then event1 happens.
C4: C3 holds in the next state.
C5: C3 holds in the next state.
C6: If C4 holds, then C5 holds.","=== Context ===

Initially, event2 happened. After event2, event1 must happen. After event1, event2 must happen.

=== Hypothesis ===

C1: Event2 happens or event1 happens.
C2: C1 eventually holds.
C3: If C2 holds, then event1 happens.
C4: C3 holds in the next state.
C5: C3 holds in the next state.
C6: If C4 holds, then C5 holds.

C6 is True or False?
","MODULE main
VAR
    state : {event1, event2};
ASSIGN
    init(state) := event2;
    next(state) := case
        state = event1 : event2;
		state = event2 : event1;
    esac;
LTLSPEC ((X ((F ((state=event2) | (state=event1))) -> (state=event1))) -> (X ((F ((state=event2) | (state=event1))) -> (state=event1))))
",((X ((F (event2 | event1)) -> event1)) -> (X ((F (event2 | event1)) -> event1))),True,"<graphml xmlns=""http://graphml.graphdrawing.org/xmlns"" xmlns:xsi=""http://www.w3.org/2001/XMLSchema-instance"" xsi:schemaLocation=""http://graphml.graphdrawing.org/xmlns http://graphml.graphdrawing.org/xmlns/1.0/graphml.xsd"">
  <graph edgedefault=""directed"">
    <node id=""event1"" />
    <node id=""event2"" />
    <edge source=""event1"" target=""event2"" />
    <edge source=""event2"" target=""event1"" />
  </graph>
</graphml>",1.0,True
