id,context,query,question,code,formula,answer,graph,prediction,prediction_raw
0,"Initially, event1 happened. After event4, event3 must happen. After event3, either event1, or event4 must happen. After event1, event2 must happen. After event2, either event1, event3, or event4 must happen.","C1: Event2 eventually happens.
C2: Event2 happens or C1 holds.","=== Context ===

Initially, event1 happened. After event4, event3 must happen. After event3, either event1, or event4 must happen. After event1, event2 must happen. After event2, either event1, event3, or event4 must happen.

=== Hypothesis ===

C1: Event2 eventually happens.
C2: Event2 happens or C1 holds.

C2 is True or False?
","MODULE main
VAR
    state : {event1, event2, event3, event4};
ASSIGN
    init(state) := event1;
    next(state) := case
        state = event1 : event2;
		state = event2 : {event1, event3, event4};
		state = event3 : {event1, event4};
		state = event4 : event3;
    esac;
LTLSPEC ((state=event2) | (F (state=event2)))
",(event2 | (F event2)),True,"<graphml xmlns=""http://graphml.graphdrawing.org/xmlns"" xmlns:xsi=""http://www.w3.org/2001/XMLSchema-instance"" xsi:schemaLocation=""http://graphml.graphdrawing.org/xmlns http://graphml.graphdrawing.org/xmlns/1.0/graphml.xsd"">
  <graph edgedefault=""directed"">
    <node id=""event1"" />
    <node id=""event2"" />
    <node id=""event3"" />
    <node id=""event4"" />
    <edge source=""event1"" target=""event2"" />
    <edge source=""event2"" target=""event1"" />
    <edge source=""event2"" target=""event3"" />
    <edge source=""event2"" target=""event4"" />
    <edge source=""event3"" target=""event1"" />
    <edge source=""event3"" target=""event4"" />
    <edge source=""event4"" target=""event3"" />
  </graph>
</graphml>",1,True
1,"Initially, event2 happened. After event2, event4 must happen. After event4, event2 must happen. After event1, event4 must happen. After event3, either event2, or event4 must happen.","C1: Event1 happens or event2 happens.
C2: If event3 happens, then C1 holds.","=== Context ===

Initially, event2 happened. After event2, event4 must happen. After event4, event2 must happen. After event1, event4 must happen. After event3, either event2, or event4 must happen.

=== Hypothesis ===

C1: Event1 happens or event2 happens.
C2: If event3 happens, then C1 holds.

C2 is True or False?
","MODULE main
VAR
    state : {event1, event2, event3, event4};
ASSIGN
    init(state) := event2;
    next(state) := case
        state = event1 : event4;
		state = event2 : event4;
		state = event3 : {event2, event4};
		state = event4 : event2;
    esac;
LTLSPEC ((state=event3) -> ((state=event1) | (state=event2)))
",(event3 -> (event1 | event2)),True,"<graphml xmlns=""http://graphml.graphdrawing.org/xmlns"" xmlns:xsi=""http://www.w3.org/2001/XMLSchema-instance"" xsi:schemaLocation=""http://graphml.graphdrawing.org/xmlns http://graphml.graphdrawing.org/xmlns/1.0/graphml.xsd"">
  <graph edgedefault=""directed"">
    <node id=""event1"" />
    <node id=""event2"" />
    <node id=""event3"" />
    <node id=""event4"" />
    <edge source=""event1"" target=""event4"" />
    <edge source=""event2"" target=""event4"" />
    <edge source=""event3"" target=""event2"" />
    <edge source=""event3"" target=""event4"" />
    <edge source=""event4"" target=""event2"" />
  </graph>
</graphml>",1,True
2,"Initially, event1 happened. After event2, event3 must happen. After event3, either event2, or event4 must happen. After event4, either event2, or event3 must happen. After event1, event4 must happen.","C1: Event2 always happens.
C2: If C1 holds, then event4 happens.","=== Context ===

Initially, event1 happened. After event2, event3 must happen. After event3, either event2, or event4 must happen. After event4, either event2, or event3 must happen. After event1, event4 must happen.

=== Hypothesis ===

C1: Event2 always happens.
C2: If C1 holds, then event4 happens.

C2 is True or False?
","MODULE main
VAR
    state : {event1, event2, event3, event4};
ASSIGN
    init(state) := event1;
    next(state) := case
        state = event1 : event4;
		state = event2 : event3;
		state = event3 : {event2, event4};
		state = event4 : {event2, event3};
    esac;
LTLSPEC ((G (state=event2)) -> (state=event4))
",((G event2) -> event4),True,"<graphml xmlns=""http://graphml.graphdrawing.org/xmlns"" xmlns:xsi=""http://www.w3.org/2001/XMLSchema-instance"" xsi:schemaLocation=""http://graphml.graphdrawing.org/xmlns http://graphml.graphdrawing.org/xmlns/1.0/graphml.xsd"">
  <graph edgedefault=""directed"">
    <node id=""event1"" />
    <node id=""event2"" />
    <node id=""event3"" />
    <node id=""event4"" />
    <edge source=""event1"" target=""event4"" />
    <edge source=""event2"" target=""event3"" />
    <edge source=""event3"" target=""event2"" />
    <edge source=""event3"" target=""event4"" />
    <edge source=""event4"" target=""event2"" />
    <edge source=""event4"" target=""event3"" />
  </graph>
</graphml>",1,"True

Reason: event4 must occur after the initial event1 (given), so event4 happens regardless of whether event2 always happens; hence the implication ""if C1 then event4"" is true."
3,"Initially, event3 happened. After event3, either event2, or event4 must happen. After event2, event4 must happen. After event4, either event2, or event3 must happen. After event4, either event2, or event3 must happen. After event1, no other events can happen.","C1: Event2 happens and event4 happens.
C2: If C1 holds, then event2 happens.","=== Context ===

Initially, event3 happened. After event3, either event2, or event4 must happen. After event2, event4 must happen. After event4, either event2, or event3 must happen. After event4, either event2, or event3 must happen. After event1, no other events can happen.

=== Hypothesis ===

C1: Event2 happens and event4 happens.
C2: If C1 holds, then event2 happens.

C2 is True or False?
","MODULE main
VAR
    state : {event1, event2, event3, event4};
ASSIGN
    init(state) := event3;
    next(state) := case
        state = event1 : event1;
		state = event2 : event4;
		state = event3 : {event2, event4};
		state = event4 : {event2, event3};
    esac;
LTLSPEC (((state=event2) & (state=event4)) -> (state=event2))
",((event2 & event4) -> event2),True,"<graphml xmlns=""http://graphml.graphdrawing.org/xmlns"" xmlns:xsi=""http://www.w3.org/2001/XMLSchema-instance"" xsi:schemaLocation=""http://graphml.graphdrawing.org/xmlns http://graphml.graphdrawing.org/xmlns/1.0/graphml.xsd"">
  <graph edgedefault=""directed"">
    <node id=""event1"" />
    <node id=""event2"" />
    <node id=""event3"" />
    <node id=""event4"" />
    <edge source=""event2"" target=""event4"" />
    <edge source=""event3"" target=""event2"" />
    <edge source=""event3"" target=""event4"" />
    <edge source=""event4"" target=""event2"" />
    <edge source=""event4"" target=""event3"" />
  </graph>
</graphml>",1,True
4,"Initially, event4 happened. After event3, either event1, or event2 must happen. After event1, no other events can happen. After event2, either event3, or event4 must happen. After event4, either event1, or event3 must happen.","C1: If event1 happens, then event1 happens.
C2: If C1 holds, then event4 happens.","=== Context ===

Initially, event4 happened. After event3, either event1, or event2 must happen. After event1, no other events can happen. After event2, either event3, or event4 must happen. After event4, either event1, or event3 must happen.

=== Hypothesis ===

C1: If event1 happens, then event1 happens.
C2: If C1 holds, then event4 happens.

C2 is True or False?
","MODULE main
VAR
    state : {event1, event2, event3, event4};
ASSIGN
    init(state) := event4;
    next(state) := case
        state = event1 : event1;
		state = event2 : {event3, event4};
		state = event3 : {event1, event2};
		state = event4 : {event1, event3};
    esac;
LTLSPEC (((state=event1) -> (state=event1)) -> (state=event4))
",((event1 -> event1) -> event4),True,"<graphml xmlns=""http://graphml.graphdrawing.org/xmlns"" xmlns:xsi=""http://www.w3.org/2001/XMLSchema-instance"" xsi:schemaLocation=""http://graphml.graphdrawing.org/xmlns http://graphml.graphdrawing.org/xmlns/1.0/graphml.xsd"">
  <graph edgedefault=""directed"">
    <node id=""event1"" />
    <node id=""event2"" />
    <node id=""event3"" />
    <node id=""event4"" />
    <edge source=""event2"" target=""event3"" />
    <edge source=""event2"" target=""event4"" />
    <edge source=""event3"" target=""event1"" />
    <edge source=""event3"" target=""event2"" />
    <edge source=""event4"" target=""event1"" />
    <edge source=""event4"" target=""event3"" />
  </graph>
</graphml>",1,True
5,"Initially, event4 happened. After event2, either event3, or event4 must happen. After event3, event1 must happen. After event4, event3 must happen. After event1, event2 must happen.","C1: Event1 eventually happens.
C2: Event2 happens or C1 holds.","=== Context ===

Initially, event4 happened. After event2, either event3, or event4 must happen. After event3, event1 must happen. After event4, event3 must happen. After event1, event2 must happen.

=== Hypothesis ===

C1: Event1 eventually happens.
C2: Event2 happens or C1 holds.

C2 is True or False?
","MODULE main
VAR
    state : {event1, event2, event3, event4};
ASSIGN
    init(state) := event4;
    next(state) := case
        state = event1 : event2;
		state = event2 : {event3, event4};
		state = event3 : event1;
		state = event4 : event3;
    esac;
LTLSPEC ((state=event2) | (F (state=event1)))
",(event2 | (F event1)),True,"<graphml xmlns=""http://graphml.graphdrawing.org/xmlns"" xmlns:xsi=""http://www.w3.org/2001/XMLSchema-instance"" xsi:schemaLocation=""http://graphml.graphdrawing.org/xmlns http://graphml.graphdrawing.org/xmlns/1.0/graphml.xsd"">
  <graph edgedefault=""directed"">
    <node id=""event1"" />
    <node id=""event2"" />
    <node id=""event3"" />
    <node id=""event4"" />
    <edge source=""event1"" target=""event2"" />
    <edge source=""event2"" target=""event3"" />
    <edge source=""event2"" target=""event4"" />
    <edge source=""event3"" target=""event1"" />
    <edge source=""event4"" target=""event3"" />
  </graph>
</graphml>",1,True
6,"Initially, event1 happened. After event2, either event1, or event3 must happen. After event1, either event3, or event4 must happen. After event3, event1 must happen. After event3, event1 must happen. After event4, no other events can happen.","C1: Event1 always happens.
C2: C1 does not hold.","=== Context ===

Initially, event1 happened. After event2, either event1, or event3 must happen. After event1, either event3, or event4 must happen. After event3, event1 must happen. After event3, event1 must happen. After event4, no other events can happen.

=== Hypothesis ===

C1: Event1 always happens.
C2: C1 does not hold.

C2 is True or False?
","MODULE main
VAR
    state : {event1, event2, event3, event4};
ASSIGN
    init(state) := event1;
    next(state) := case
        state = event1 : {event3, event4};
		state = event2 : {event1, event3};
		state = event3 : event1;
		state = event4 : event4;
    esac;
LTLSPEC (! (G (state=event1)))
",(! (G event1)),True,"<graphml xmlns=""http://graphml.graphdrawing.org/xmlns"" xmlns:xsi=""http://www.w3.org/2001/XMLSchema-instance"" xsi:schemaLocation=""http://graphml.graphdrawing.org/xmlns http://graphml.graphdrawing.org/xmlns/1.0/graphml.xsd"">
  <graph edgedefault=""directed"">
    <node id=""event1"" />
    <node id=""event2"" />
    <node id=""event3"" />
    <node id=""event4"" />
    <edge source=""event1"" target=""event3"" />
    <edge source=""event1"" target=""event4"" />
    <edge source=""event2"" target=""event1"" />
    <edge source=""event2"" target=""event3"" />
    <edge source=""event3"" target=""event1"" />
  </graph>
</graphml>",1,True
7,"Initially, event3 happened. After event2, either event1, event3, or event4 must happen. After event1, either event3, or event4 must happen. After event3, no other events can happen. After event4, no other events can happen. After event3, no other events can happen. After event4, no other events can happen.","C1: Event3 always happens.
C2: C1 always holds.","=== Context ===

Initially, event3 happened. After event2, either event1, event3, or event4 must happen. After event1, either event3, or event4 must happen. After event3, no other events can happen. After event4, no other events can happen. After event3, no other events can happen. After event4, no other events can happen.

=== Hypothesis ===

C1: Event3 always happens.
C2: C1 always holds.

C2 is True or False?
","MODULE main
VAR
    state : {event1, event2, event3, event4};
ASSIGN
    init(state) := event3;
    next(state) := case
        state = event1 : {event3, event4};
		state = event2 : {event1, event3, event4};
		state = event3 : event3;
		state = event4 : event4;
    esac;
LTLSPEC (G (G (state=event3)))
",(G (G event3)),True,"<graphml xmlns=""http://graphml.graphdrawing.org/xmlns"" xmlns:xsi=""http://www.w3.org/2001/XMLSchema-instance"" xsi:schemaLocation=""http://graphml.graphdrawing.org/xmlns http://graphml.graphdrawing.org/xmlns/1.0/graphml.xsd"">
  <graph edgedefault=""directed"">
    <node id=""event1"" />
    <node id=""event2"" />
    <node id=""event3"" />
    <node id=""event4"" />
    <edge source=""event1"" target=""event3"" />
    <edge source=""event1"" target=""event4"" />
    <edge source=""event2"" target=""event1"" />
    <edge source=""event2"" target=""event3"" />
    <edge source=""event2"" target=""event4"" />
  </graph>
</graphml>",1,True
8,"Initially, event4 happened. After event2, either event1, or event3 must happen. After event1, event3 must happen. After event3, event1 must happen. After event3, event1 must happen. After event4, no other events can happen.","C1: Event1 eventually happens.
C2: C1 does not hold.","=== Context ===

Initially, event4 happened. After event2, either event1, or event3 must happen. After event1, event3 must happen. After event3, event1 must happen. After event3, event1 must happen. After event4, no other events can happen.

=== Hypothesis ===

C1: Event1 eventually happens.
C2: C1 does not hold.

C2 is True or False?
","MODULE main
VAR
    state : {event1, event2, event3, event4};
ASSIGN
    init(state) := event4;
    next(state) := case
        state = event1 : event3;
		state = event2 : {event1, event3};
		state = event3 : event1;
		state = event4 : event4;
    esac;
LTLSPEC (! (F (state=event1)))
",(! (F event1)),True,"<graphml xmlns=""http://graphml.graphdrawing.org/xmlns"" xmlns:xsi=""http://www.w3.org/2001/XMLSchema-instance"" xsi:schemaLocation=""http://graphml.graphdrawing.org/xmlns http://graphml.graphdrawing.org/xmlns/1.0/graphml.xsd"">
  <graph edgedefault=""directed"">
    <node id=""event1"" />
    <node id=""event2"" />
    <node id=""event3"" />
    <node id=""event4"" />
    <edge source=""event1"" target=""event3"" />
    <edge source=""event2"" target=""event1"" />
    <edge source=""event2"" target=""event3"" />
    <edge source=""event3"" target=""event1"" />
  </graph>
</graphml>",1,True
9,"Initially, event4 happened. After event4, either event1, or event3 must happen. After event1, event3 must happen. After event3, no other events can happen. After event3, no other events can happen. After event2, event3 must happen.","C1: Event2 does not happen.
C2: Event4 happens and C1 holds.","=== Context ===

Initially, event4 happened. After event4, either event1, or event3 must happen. After event1, event3 must happen. After event3, no other events can happen. After event3, no other events can happen. After event2, event3 must happen.

=== Hypothesis ===

C1: Event2 does not happen.
C2: Event4 happens and C1 holds.

C2 is True or False?
","MODULE main
VAR
    state : {event1, event2, event3, event4};
ASSIGN
    init(state) := event4;
    next(state) := case
        state = event1 : event3;
		state = event2 : event3;
		state = event3 : event3;
		state = event4 : {event1, event3};
    esac;
LTLSPEC ((state=event4) & (! (state=event2)))
",(event4 & (! event2)),True,"<graphml xmlns=""http://graphml.graphdrawing.org/xmlns"" xmlns:xsi=""http://www.w3.org/2001/XMLSchema-instance"" xsi:schemaLocation=""http://graphml.graphdrawing.org/xmlns http://graphml.graphdrawing.org/xmlns/1.0/graphml.xsd"">
  <graph edgedefault=""directed"">
    <node id=""event1"" />
    <node id=""event2"" />
    <node id=""event3"" />
    <node id=""event4"" />
    <edge source=""event1"" target=""event3"" />
    <edge source=""event2"" target=""event3"" />
    <edge source=""event4"" target=""event1"" />
    <edge source=""event4"" target=""event3"" />
  </graph>
</graphml>",1,True
